ENC	GENERO	AMBITO	REGION	EDAD	NIVEL	DISTRITO	PA	PB	P20	PESO2	REGION2
2986575	Masculino	Rural	Sierra Norte	De 43 a más	E	OLLEROS	Áncash	0	0	3,894759200000000	Norte
2986576	Femenino	Urbano	Lima	De 18 a 25	B	BELLAVISTA	Lima y Callao	Callao	0	0,722194300000000	Lima
2986577	Femenino	Urbano	Lima	De 43 a más	C	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986578	Femenino	Urbano	Lima	De 43 a más	B	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986579	Femenino	Urbano	Lima	De 18 a 25	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986582	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986612	Masculino	Urbano	Lima	De 26 a 42	A	LA MOLINA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986613	Masculino	Urbano	Lima	De 26 a 42	C	VILLA EL SALVADOR	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986614	Femenino	Rural	Oriente	De 26 a 42	E	ALONSO DE ALVARADO	San Martin	0	0	1,918359300000000	Oriente
2986615	Femenino	Rural	Oriente	De 26 a 42	E	ALONSO DE ALVARADO	San Martin	0	0	1,918359300000000	Oriente
2986617	Femenino	Rural	Oriente	De 43 a más	E	ALONSO DE ALVARADO	San Martin	0	0	1,918359300000000	Oriente
2986620	Masculino	Urbano	Lima	De 26 a 42	B	ATE	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,722194300000000	Lima
2986626	Masculino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986627	Masculino	Urbano	Lima	De 43 a más	A	SAN ISIDRO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986628	Femenino	Rural	Sierra Norte	De 18 a 25	E	QUILLO	Áncash	0	0	3,894759200000000	Norte
2986629	Femenino	Rural	Sierra Norte	De 18 a 25	C	QUILLO	Áncash	0	0	0,029980000000000	Norte
2986630	Masculino	Rural	Sierra Norte	De 26 a 42	C	QUILLO	Áncash	0	0	0,029980000000000	Norte
2986631	Masculino	Rural	Sierra Norte	De 43 a más	E	QUILLO	Áncash	0	0	3,894759200000000	Norte
2986632	Masculino	Rural	Sierra Norte	De 26 a 42	E	QUILLO	Áncash	0	0	3,894759200000000	Norte
2986634	Masculino	Urbano	Costa Sur	De 43 a más	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2986635	Masculino	Urbano	Oriente	De 43 a más	D	IQUITOS	Loreto	0	0	1,605392500000000	Oriente
2986636	Femenino	Urbano	Costa Sur	De 26 a 42	C	YANAHUARA	Arequipa	0	0	1,898521500000000	Sur
2986638	Masculino	Urbano	Costa Sur	De 26 a 42	B	MARIANO MELGAR	Arequipa	0	0	0,397898100000000	Sur
2986639	Femenino	Urbano	Costa Sur	De 43 a más	E	MARIANO MELGAR	Arequipa	0	0	1,536620300000000	Sur
2986640	Femenino	Urbano	Costa Sur	De 18 a 25	C	MARIANO MELGAR	Arequipa	0	0	1,898521500000000	Sur
2986641	Masculino	Urbano	Sierra Centro	De 26 a 42	E	EL TAMBO	Junin	0	0	1,168026700000000	Centro
2986642	Masculino	Rural	Costa Norte	De 43 a más	C	LAS LOMAS	Piura	0	0	0,115971300000000	Norte
2986643	Masculino	Rural	Oriente	De 43 a más	B	ECHARATE	Cusco	0	0	0,038033600000000	Oriente
2986644	Femenino	Rural	Oriente	De 26 a 42	D	ECHARATE	Cusco	0	0	0,964468300000000	Oriente
2986645	Masculino	Rural	Oriente	De 43 a más	E	ECHARATE	Cusco	0	0	1,918359300000000	Oriente
2986646	Masculino	Urbano	Costa Norte	De 43 a más	B	JOSE LEONARDO ORTIZ	Lambayeque	0	0	0,687797400000000	Norte
2986648	Femenino	Urbano	Lima	De 26 a 42	E	INDEPENDENCIA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,570573400000000	Lima
2986649	Femenino	Urbano	Lima	De 43 a más	C	BARRANCO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986650	Femenino	Urbano	Lima	De 26 a 42	B	BARRANCO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986651	Masculino	Urbano	Lima	De 26 a 42	C	BARRANCO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986654	Femenino	Urbano	Lima	De 43 a más	B	BARRANCO	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986655	Masculino	Urbano	Lima	De 18 a 25	C	BARRANCO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986656	Femenino	Urbano	Lima	De 43 a más	B	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986661	Femenino	Urbano	Sierra Centro	De 43 a más	B	HUÁNUCO	Huánuco	0	0	0,381243000000000	Centro
2986662	Masculino	Urbano	Sierra Centro	De 18 a 25	B	HUÁNUCO	Huánuco	0	0	0,381243000000000	Centro
2986663	Femenino	Urbano	Sierra Centro	De 43 a más	E	HUÁNUCO	Huánuco	0	0	1,168026700000000	Centro
2986664	Masculino	Urbano	Sierra Centro	De 18 a 25	E	HUÁNUCO	Huánuco	0	0	1,168026700000000	Centro
2986665	Masculino	Urbano	Sierra Centro	De 43 a más	D	HUÁNUCO	Huánuco	0	0	2,083386900000000	Centro
2986666	Masculino	Urbano	Costa Centro	De 43 a más	C	ICA	Ica	0	0	1,928532600000000	Centro
2986667	Masculino	Urbano	Lima	De 26 a 42	C	CARABAYLLO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986668	Masculino	Urbano	Costa Centro	De 43 a más	D	IMPERIAL	Lima Provincias	0	0	1,080154500000000	Centro
2986669	Femenino	Rural	Oriente	De 43 a más	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986671	Masculino	Rural	Sierra Norte	De 43 a más	E	CHOTA	Cajamarca	0	0	3,894759200000000	Norte
2986672	Masculino	Rural	Sierra Norte	De 26 a 42	B	CHOTA	Cajamarca	0	0	0,003948800000000	Norte
2986673	Masculino	Rural	Sierra Norte	De 26 a 42	C	CHOTA	Cajamarca	0	0	0,029980000000000	Norte
2986674	Masculino	Rural	Sierra Norte	De 43 a más	C	CHOTA	Cajamarca	0	0	0,029980000000000	Norte
2986675	Femenino	Urbano	Costa Centro	De 43 a más	C	HUAURA	Lima Provincias	0	0	1,928532600000000	Centro
2986676	Femenino	Urbano	Lima	De 43 a más	C	BELLAVISTA	Lima y Callao	Callao	0	0,844042600000000	Lima
2986678	Masculino	Urbano	Costa Centro	De 26 a 42	E	BARRANCA	Lima Provincias	0	0	0,686267700000000	Centro
2986680	Femenino	Urbano	Lima	De 43 a más	A	MIRAFLORES	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986681	Femenino	Urbano	Lima	De 43 a más	C	BREÑA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986682	Femenino	Urbano	Lima	De 26 a 42	E	PUENTE PIEDRA	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,570573400000000	Lima
2986683	Femenino	Rural	Sierra Sur	De 26 a 42	D	MARANGANI	Cusco	0	0	0,371711000000000	Sur
2986684	Masculino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986686	Femenino	Urbano	Lima	De 18 a 25	D	ATE	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986687	Femenino	Rural	Sierra Norte	De 43 a más	E	HUANCABAMBA	Piura	0	0	3,894759200000000	Norte
2986688	Masculino	Urbano	Lima	De 43 a más	D	SAN MARTIN DE PORRES	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986689	Masculino	Urbano	Lima	De 43 a más	C	PUENTE PIEDRA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986690	Masculino	Rural	Sierra Centro	De 18 a 25	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986693	Femenino	Urbano	Costa Norte	De 43 a más	C	EL PORVENIR	La Libertad	0	0	1,157352900000000	Norte
2986694	Masculino	Urbano	Costa Norte	De 26 a 42	D	EL PORVENIR	La Libertad	0	0	1,593514800000000	Norte
2986695	Masculino	Urbano	Costa Norte	De 43 a más	E	EL PORVENIR	La Libertad	0	0	0,921439700000000	Norte
2986696	Masculino	Rural	Sierra Centro	De 26 a 42	E	HUACHAC	Junin	0	0	1,939897400000000	Centro
2986697	Masculino	Rural	Sierra Centro	De 18 a 25	D	HUACHAC	Junin	0	0	0,931823500000000	Centro
2986698	Masculino	Rural	Sierra Centro	De 26 a 42	D	HUACHAC	Junin	0	0	0,931823500000000	Centro
2986699	Femenino	Urbano	Lima	De 18 a 25	B	LOS OLIVOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986700	Femenino	Urbano	Costa Norte	De 26 a 42	C	LAMBAYEQUE	Lambayeque	0	0	1,157352900000000	Norte
2986701	Masculino	Urbano	Costa Norte	De 43 a más	B	LAMBAYEQUE	Lambayeque	0	0	0,687797400000000	Norte
2986702	Femenino	Urbano	Lima	De 43 a más	B	LA VICTORIA	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986703	Femenino	Urbano	Lima	De 26 a 42	C	LA VICTORIA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986704	Masculino	Urbano	Lima	De 26 a 42	C	LA VICTORIA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986705	Masculino	Urbano	Lima	De 18 a 25	B	LA VICTORIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986706	Femenino	Urbano	Lima	De 26 a 42	C	LA VICTORIA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986707	Femenino	Urbano	Costa Norte	De 26 a 42	C	PARIÑAS	Piura	0	0	1,157352900000000	Norte
2986708	Femenino	Urbano	Lima	De 26 a 42	E	VENTANILLA	Lima y Callao	Callao	0	0,570573400000000	Lima
2986709	Femenino	Urbano	Costa Centro	De 43 a más	C	HUAURA	Lima Provincias	0	0	1,928532600000000	Centro
2986710	Femenino	Rural	Oriente	De 43 a más	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986711	Masculino	Urbano	Oriente	De 26 a 42	E	YARINACOCHA	Ucayali	0	0	0,876358600000000	Oriente
2986712	Femenino	Rural	Sierra Norte	De 43 a más	E	OLLEROS	Áncash	0	0	3,894759200000000	Norte
2986714	Femenino	Urbano	Lima	De 26 a 42	B	EL AGUSTINO	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986715	Femenino	Urbano	Lima	De 18 a 25	C	EL AGUSTINO	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986716	Masculino	Urbano	Lima	De 43 a más	B	EL AGUSTINO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986717	Masculino	Urbano	Sierra Centro	De 26 a 42	E	EL TAMBO	Junin	0	0	1,168026700000000	Centro
2986718	Masculino	Urbano	Lima	De 26 a 42	D	CARABAYLLO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986719	Masculino	Urbano	Lima	De 18 a 25	C	CARABAYLLO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986720	Femenino	Urbano	Lima	De 43 a más	D	CARABAYLLO	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2986721	Femenino	Urbano	Lima	De 43 a más	D	CARABAYLLO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986722	Femenino	Urbano	Lima	De 43 a más	E	CARABAYLLO	Lima y Callao	Lima	Blanco / Viciado	0,570573400000000	Lima
2986723	Masculino	Urbano	Lima	De 18 a 25	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,888577500000000	Lima
2986724	Femenino	Urbano	Lima	De 18 a 25	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2986727	Femenino	Rural	Sierra Sur	De 18 a 25	C	MACARI	Puno	0	0	0,169093700000000	Sur
2986728	Masculino	Urbano	Costa Sur	De 18 a 25	C	MARIANO MELGAR	Arequipa	0	0	1,898521500000000	Sur
2986729	Femenino	Urbano	Costa Norte	De 26 a 42	D	PUCALÁ	Lambayeque	0	0	1,593514800000000	Norte
2986730	Masculino	Urbano	Lima	De 26 a 42	B	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986731	Femenino	Urbano	Lima	De 18 a 25	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986732	Masculino	Urbano	Sierra Centro	De 43 a más	D	HUANCAYO	Junin	0	0	2,083386900000000	Centro
2986733	Femenino	Urbano	Sierra Centro	De 26 a 42	C	JUNÍN	Junin	0	0	0,828176700000000	Centro
2986734	Femenino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986735	Femenino	Urbano	Sierra Centro	De 26 a 42	C	JUNÍN	Junin	0	0	0,828176700000000	Centro
2986736	Masculino	Urbano	Sierra Centro	De 43 a más	B	JUNÍN	Junin	0	0	0,381243000000000	Centro
2986737	Femenino	Urbano	Sierra Centro	De 43 a más	C	HUANCAYO	Junin	0	0	0,828176700000000	Centro
2986738	Femenino	Urbano	Sierra Centro	De 26 a 42	E	JUNÍN	Junin	0	0	1,168026700000000	Centro
2986739	Masculino	Urbano	Sierra Centro	De 43 a más	C	HUANCAYO	Junin	0	0	0,828176700000000	Centro
2986740	Femenino	Urbano	Sierra Centro	De 43 a más	B	HUANCAYO	Junin	0	0	0,381243000000000	Centro
2986741	Masculino	Urbano	Sierra Centro	De 26 a 42	B	HUANCAYO	Junin	0	0	0,381243000000000	Centro
2986742	Masculino	Urbano	Sierra Centro	De 18 a 25	B	HUANCAYO	Junin	0	0	0,381243000000000	Centro
2986743	Femenino	Urbano	Sierra Centro	De 18 a 25	C	HUANCAYO	Junin	0	0	0,828176700000000	Centro
2986744	Masculino	Urbano	Lima	De 26 a 42	B	MAGDALENA VIEJA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986745	Femenino	Urbano	Lima	De 18 a 25	B	MAGDALENA VIEJA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986746	Femenino	Urbano	Sierra Centro	De 18 a 25	C	HUANCAVELICA	Huancavelica	0	0	0,828176700000000	Centro
2986747	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986748	Femenino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986749	Masculino	Urbano	Lima	De 18 a 25	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986750	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986751	Masculino	Urbano	Lima	De 43 a más	B	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986752	Femenino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,844042600000000	Lima
2986753	Femenino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986754	Femenino	Urbano	Lima	De 18 a 25	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986755	Masculino	Urbano	Lima	De 18 a 25	C	LOS OLIVOS	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986756	Femenino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986757	Masculino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986758	Masculino	Rural	Oriente	De 18 a 25	E	ECHARATE	Cusco	0	0	1,918359300000000	Oriente
2986759	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986760	Femenino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986761	Masculino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986762	Masculino	Urbano	Lima	De 43 a más	B	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986763	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986764	Masculino	Urbano	Lima	De 43 a más	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2986765	Femenino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,888577500000000	Lima
2986766	Masculino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986767	Femenino	Urbano	Costa Centro	De 43 a más	C	BARRANCA	Lima Provincias	0	0	1,928532600000000	Centro
2986768	Masculino	Urbano	Costa Norte	De 43 a más	C	PARIÑAS	Piura	0	0	1,157352900000000	Norte
2986769	Masculino	Urbano	Lima	De 26 a 42	E	VENTANILLA	Lima y Callao	Callao	0	0,570573400000000	Lima
2986770	Masculino	Urbano	Lima	De 26 a 42	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,570573400000000	Lima
2986771	Femenino	Rural	Sierra Norte	De 43 a más	E	OLLEROS	Áncash	0	0	3,894759200000000	Norte
2986772	Femenino	Urbano	Costa Centro	De 26 a 42	B	IMPERIAL	Lima Provincias	0	0	1,133942000000000	Centro
2986773	Femenino	Urbano	Costa Centro	De 26 a 42	C	IMPERIAL	Lima Provincias	0	0	1,928532600000000	Centro
2986775	Masculino	Urbano	Lima	De 43 a más	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986776	Femenino	Urbano	Lima	De 43 a más	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986777	Masculino	Urbano	Lima	De 43 a más	C	SAN MARTIN DE PORRES	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986778	Masculino	Urbano	Lima	De 26 a 42	C	BREÑA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986779	Masculino	Rural	Oriente	De 18 a 25	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986781	Masculino	Urbano	Costa Sur	De 43 a más	B	TACNA	Tacna	0	0	0,397898100000000	Sur
2986782	Femenino	Urbano	Costa Sur	De 26 a 42	C	TACNA	Tacna	0	0	1,898521500000000	Sur
2986783	Femenino	Urbano	Costa Sur	De 18 a 25	D	TACNA	Tacna	0	0	1,281259500000000	Sur
2986784	Femenino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,844042600000000	Lima
2986786	Femenino	Urbano	Costa Sur	De 18 a 25	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2986787	Masculino	Urbano	Costa Norte	De 26 a 42	D	LAMBAYEQUE	Lambayeque	0	0	1,593514800000000	Norte
2986788	Femenino	Urbano	Lima	De 43 a más	B	CHORRILLOS	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,722194300000000	Lima
2986789	Femenino	Urbano	Lima	De 43 a más	C	CHORRILLOS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986790	Femenino	Urbano	Lima	De 43 a más	B	CHORRILLOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986791	Masculino	Urbano	Lima	De 26 a 42	C	CHORRILLOS	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,844042600000000	Lima
2986792	Masculino	Urbano	Lima	De 26 a 42	C	CHORRILLOS	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986793	Masculino	Urbano	Lima	De 26 a 42	B	CHORRILLOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986794	Femenino	Urbano	Costa Norte	De 26 a 42	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986795	Femenino	Urbano	Costa Norte	De 26 a 42	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986796	Masculino	Urbano	Costa Norte	De 26 a 42	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986797	Femenino	Urbano	Costa Norte	De 18 a 25	C	PACANGA	La Libertad	0	0	1,157352900000000	Norte
2986798	Femenino	Urbano	Sierra Centro	De 26 a 42	E	EL TAMBO	Junin	0	0	1,168026700000000	Centro
2986799	Femenino	Rural	Costa Norte	De 18 a 25	C	LAS LOMAS	Piura	0	0	0,115971300000000	Norte
2986800	Masculino	Urbano	Oriente	De 26 a 42	C	YARINACOCHA	Ucayali	0	0	1,185484800000000	Oriente
2986801	Masculino	Urbano	Sierra Sur	De 43 a más	C	AYACUCHO	Ayacucho	0	0	1,432073600000000	Sur
2986802	Masculino	Urbano	Sierra Sur	De 43 a más	D	AYACUCHO	Ayacucho	0	0	1,128476000000000	Sur
2986803	Masculino	Urbano	Sierra Sur	De 18 a 25	E	AYACUCHO	Ayacucho	0	0	0,861575700000000	Sur
2986804	Femenino	Urbano	Sierra Sur	De 43 a más	D	AYACUCHO	Ayacucho	0	0	1,128476000000000	Sur
2986805	Femenino	Urbano	Sierra Sur	De 26 a 42	C	AYACUCHO	Ayacucho	0	0	1,432073600000000	Sur
2986806	Masculino	Urbano	Lima	De 26 a 42	D	PUENTE PIEDRA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,888577500000000	Lima
2986807	Femenino	Urbano	Costa Norte	De 18 a 25	C	PUCALÁ	Lambayeque	0	0	1,157352900000000	Norte
2986808	Masculino	Rural	Sierra Sur	De 43 a más	E	MACARI	Puno	0	0	2,078454000000000	Sur
2986809	Masculino	Urbano	Lima	De 26 a 42	C	VILLA EL SALVADOR	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986810	Masculino	Urbano	Lima	De 43 a más	B	SAN MIGUEL	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986811	Masculino	Urbano	Lima	De 26 a 42	B	ATE	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986812	Femenino	Urbano	Lima	De 26 a 42	D	ATE	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986813	Femenino	Rural	Sierra Norte	De 18 a 25	E	HUANCABAMBA	Piura	0	0	3,894759200000000	Norte
2986814	Femenino	Urbano	Lima	De 26 a 42	B	BELLAVISTA	Lima y Callao	Callao	0	0,722194300000000	Lima
2986815	Femenino	Urbano	Sierra Centro	De 43 a más	E	HUANCAVELICA	Huancavelica	0	0	1,168026700000000	Centro
2986816	Femenino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986817	Femenino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986818	Femenino	Urbano	Lima	De 18 a 25	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986819	Masculino	Urbano	Costa Centro	De 43 a más	C	HUAURA	Lima Provincias	0	0	1,928532600000000	Centro
2986820	Femenino	Urbano	Lima	De 26 a 42	B	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986821	Femenino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986822	Masculino	Urbano	Lima	De 18 a 25	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986823	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986824	Masculino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,888577500000000	Lima
2986825	Masculino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986826	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986834	Masculino	Urbano	Lima	De 43 a más	B	EL AGUSTINO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986836	Masculino	Urbano	Lima	De 26 a 42	B	MAGDALENA DEL MAR	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986837	Masculino	Urbano	Lima	De 26 a 42	B	MAGDALENA DEL MAR	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986838	Femenino	Urbano	Lima	De 26 a 42	B	MAGDALENA DEL MAR	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986839	Femenino	Urbano	Lima	De 26 a 42	B	MAGDALENA DEL MAR	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986840	Masculino	Urbano	Costa Centro	De 43 a más	C	ICA	Ica	0	0	1,928532600000000	Centro
2986842	Femenino	Rural	Costa Norte	De 26 a 42	D	LAS LOMAS	Piura	0	0	0,649190100000000	Norte
2986844	Femenino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986845	Masculino	Urbano	Costa Centro	De 18 a 25	D	PUEBLO NUEVO	Ica	0	0	1,080154500000000	Centro
2986846	Masculino	Urbano	Costa Centro	De 43 a más	D	PUEBLO NUEVO	Ica	0	0	1,080154500000000	Centro
2986847	Masculino	Urbano	Costa Centro	De 26 a 42	D	PUEBLO NUEVO	Ica	0	0	1,080154500000000	Centro
